API,number,className
getThreadPoolExecutor()Ljava/util/concurrent/ThreadPoolExecutor;,1,Lorg/activiti/engine/impl/jobexecutor/DefaultJobExecutor
onPreMessageReceived(Lorg/bitcoinj/core/Peer;Lorg/bitcoinj/core/Message;)Lorg/bitcoinj/core/Message;,1,Lorg/bitcoinj/jni/NativePeerEventListener
getValue(Lorg/activiti/engine/impl/variable/ValueFields;)Ljava/lang/Object;,1,Lorg/activiti/engine/impl/variable/BooleanType
mul([I[I[I)V,40,Lcom/linecorp/armeria/internal/shaded/bouncycastle/math/ec/rfc7748/X25519Field
<clinit>()V,20,Ljava/math/BigDecimal
startProcessInstanceByMessage(Ljava/lang/String;Ljava/lang/String;Ljava/util/Map;)Lorg/activiti/engine/runtime/ProcessInstance;,1,Lorg/activiti/engine/impl/RuntimeServiceImpl
setProcessEngineConfiguration(Lorg/activiti/engine/impl/cfg/ProcessEngineConfigurationImpl;)V,1,Lorg/activiti/engine/test/ActivitiRule
getTaskComments(Ljava/lang/String;)Ljava/util/List;,1,Lorg/activiti/engine/impl/TaskServiceImpl
ensureActivityInitialized()V,23,Lorg/activiti/engine/impl/pvm/runtime/ExecutionImpl
hashCode()I,1,Lorg/bitcoinj/core/DumpedPrivateKey
getRepeat()Ljava/lang/String;,1,Lorg/activiti/engine/impl/persistence/entity/MessageEntity
getParamCount()I,4,Lorg/activiti/engine/impl/juel/AstFunction
isCoinbase()Z,1,Lorg/bitcoinj/core/UTXO
write([BII)V,3,Ljava/io/ByteArrayOutputStream
setInheritVariables(Z)V,1,Lorg/activiti/engine/impl/bpmn/behavior/CallActivityBehavior
setEditorSourceValueId(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/persistence/entity/ModelEntity
isInterruptingTimer()Z,1,Lorg/activiti/engine/impl/jobexecutor/TimerDeclarationImpl
synchronizedList(Ljava/util/List;)Ljava/util/List;,5,Ljava/util/Collections
addIfAbsent(Ljava/lang/Object;)Z,3,Ljava/util/concurrent/CopyOnWriteArrayList
setIdentityService(Lorg/activiti/engine/IdentityService;)V,1,Lorg/activiti/engine/test/ActivitiRule
setTime(Ljava/util/Date;)V,32,Ljava/util/Calendar
mod(Ljava/math/BigInteger;)Ljava/math/BigInteger;,30,Ljava/math/BigInteger
isPubKeyOnly()Z,7,Lorg/bitcoinj/core/ECKey
setDeploymentId(Ljava/lang/String;)V,3,Lorg/activiti/engine/impl/form/FormDataImpl
deleteComments(Ljava/lang/String;Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/TaskServiceImpl
hashCode()I,1,Lorg/bitcoinj/core/PeerAddress
add(Ljava/lang/Object;)Z,15,Ljava/util/JumboEnumSet
getExecutorService()Ljava/util/concurrent/ExecutorService;,1,Lorg/activiti/engine/impl/asyncexecutor/DefaultAsyncJobExecutor
setMetaInfo(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/persistence/entity/ModelEntity
getName()Ljava/lang/String;,1,Lorg/activiti/engine/impl/juel/AstFunction
longValue()J,2,Ljava/lang/Double
setXmlLineNumber(I)V,1,Lorg/activiti/validation/ValidationError
remove(Ljava/lang/Object;)Z,2,Ljava/util/HashSet
<clinit>()V,177,Ljava/net/URL
deleteGroup(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/IdentityServiceImpl
activityId(Ljava/lang/String;)Lorg/activiti/engine/impl/EventSubscriptionQueryImpl;,1,Lorg/activiti/engine/impl/EventSubscriptionQueryImpl
hasVariable(Ljava/lang/String;)Z,1,Lorg/activiti/engine/impl/el/NoExecutionVariableScope
next()C,18,Lorg/activiti/engine/impl/util/json/JSONTokener
accessToken()Ljava/lang/String;,1,Lcom/linecorp/armeria/server/auth/OAuth2Token
pathMapping()Lcom/linecorp/armeria/server/PathMapping;,2,Lcom/linecorp/armeria/server/ServiceConfig
size()I,18,Ljava/util/Collections$UnmodifiableCollection
getTypeName()Ljava/lang/String;,1,Lorg/activiti/engine/impl/variable/StringType
setExecutionId(Ljava/lang/String;)V,341,Lorg/activiti/engine/delegate/event/impl/ActivitiEventImpl
convertModelValueToFormValue(Ljava/lang/Object;)Ljava/lang/String;,1,Lorg/activiti/engine/impl/form/StringFormType
setVariablesLocal(Ljava/lang/String;Ljava/util/Map;)V,1,Lorg/activiti/engine/impl/TaskServiceImpl
hashCode()I,1,Lorg/bitcoinj/core/PartialMerkleTree
getCommandContextFactory()Lorg/activiti/engine/impl/interceptor/CommandContextFactory;,1,Lorg/activiti/engine/impl/interceptor/CommandContextInterceptor
writeDefaultNamespace(Ljava/lang/String;)V,1,Lorg/activiti/bpmn/converter/DelegatingXMLStreamWriter
setPasswordBytes([B)V,3,Lorg/activiti/engine/impl/persistence/entity/IdentityInfoEntity
setId(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/persistence/entity/MembershipEntity
fill([II)V,14,Ljava/util/Arrays
hasSequence()Z,9,Lorg/bitcoinj/core/TransactionInput
getOutMessage()Lorg/activiti/engine/impl/bpmn/webservice/MessageDefinition;,3,Lorg/activiti/engine/impl/bpmn/webservice/Operation
mul([I[I[I)V,2,Lcom/linecorp/armeria/internal/shaded/bouncycastle/math/raw/Nat256
processWorkerExit(Ljava/util/concurrent/ThreadPoolExecutor$Worker;Z)V,1,Ljava/util/concurrent/ThreadPoolExecutor
createAttachment(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/io/InputStream;)Lorg/activiti/engine/task/Attachment;,1,Lorg/activiti/engine/impl/TaskServiceImpl
getPersistentState()Ljava/lang/Object;,1,Lorg/activiti/engine/impl/persistence/entity/MembershipEntity
setMailServerHost(Ljava/lang/String;)V,1,Lorg/activiti/engine/cfg/MailServerInfo
createDeploymentQuery()Lorg/activiti/engine/repository/DeploymentQuery;,1,Lorg/activiti/engine/impl/RepositoryServiceImpl
getAddresses()Ljava/util/List;,1,Lorg/bitcoinj/core/AddressMessage
getValue(Lorg/activiti/engine/impl/javax/el/ELContext;)Ljava/lang/Object;,1,Lorg/activiti/engine/impl/juel/ObjectValueExpression
setDeploymentCategory(Ljava/lang/String;Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/RepositoryServiceImpl
getExpressionManager()Lorg/activiti/engine/impl/el/ExpressionManager;,2,Lorg/activiti/engine/impl/bpmn/parser/BpmnParser
isFailOnException()Z,1,Lorg/activiti/engine/impl/event/logger/EventLogger
getActivityName()Ljava/lang/String;,1,Lorg/activiti/engine/delegate/event/impl/ActivitiActivityEventImpl
addDiscoveredEventListener(Ljava/util/concurrent/Executor;Lorg/bitcoinj/core/listeners/PeerDiscoveredEventListener;)V,2,Lorg/bitcoinj/core/PeerGroup
submitStartFormData(Ljava/lang/String;Ljava/util/Map;)Lorg/activiti/engine/runtime/ProcessInstance;,1,Lorg/activiti/engine/impl/FormServiceImpl
handleFailedJob(Ljava/lang/Throwable;)V,10,Lorg/activiti/engine/impl/asyncexecutor/ExecuteAsyncRunnable
getElementName()Ljava/lang/String;,3,Lorg/activiti/bpmn/converter/child/TimeCycleParser
isWritable()Z,6,Lorg/activiti/engine/impl/form/FormPropertyHandler
setOwnerExpression(Lorg/activiti/engine/delegate/Expression;)V,1,Lorg/activiti/engine/impl/task/TaskDefinition
size()I,1,Ljava/util/HashSet
getSessionType()Ljava/lang/Class;,1,Lorg/activiti/engine/impl/persistence/DefaultHistoryManagerSessionFactory
remove(Ljava/lang/Object;)Z,8,Ljava/util/concurrent/CopyOnWriteArrayList
setName(Ljava/lang/String;)V,10,Lorg/activiti/engine/impl/persistence/entity/ResourceEntity
newInstance()Ljavax/xml/xpath/XPathFactory;,2,Ljavax/xml/xpath/XPathFactory
getX()I,1,Lorg/activiti/engine/impl/pvm/process/ParticipantProcess
getCollectionElementIndexVariable()Ljava/lang/String;,7,Lorg/activiti/engine/impl/bpmn/behavior/MultiInstanceActivityBehavior
next()C,2,Ljava/text/StringCharacterIterator
getMultiInstanceActivityBehavior()Lorg/activiti/engine/impl/bpmn/behavior/MultiInstanceActivityBehavior;,3,Lorg/activiti/engine/impl/bpmn/behavior/AbstractBpmnActivityBehavior
createExecuteAsyncRunnable(Lorg/activiti/engine/impl/persistence/entity/JobEntity;Lorg/activiti/engine/impl/interceptor/CommandExecutor;)Ljava/lang/Runnable;,8,Lorg/activiti/engine/impl/asyncexecutor/multitenant/TenantAwareExecuteAsyncRunnableFactory
variableUpdates()Lorg/activiti/engine/impl/HistoricDetailQueryImpl;,5,Lorg/activiti/engine/impl/HistoricDetailQueryImpl
<clinit>()V,177,Ljava/security/Permissions
getMessage()Ljava/lang/String;,1,Lorg/activiti/engine/impl/persistence/entity/CommentEntity
modelWithoutTenantId()Lorg/activiti/engine/repository/ModelQuery;,1,Lorg/activiti/engine/impl/ModelQueryImpl
setUserId(Ljava/lang/String;)V,3,Lorg/activiti/engine/impl/persistence/entity/IdentityInfoEntity
setProcessInstanceId(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/persistence/entity/IdentityLinkEntity
getType(Lorg/activiti/engine/impl/juel/Bindings;Lorg/activiti/engine/impl/javax/el/ELContext;)Ljava/lang/Class;,1,Lorg/activiti/engine/impl/juel/AstEval
duedateLowerThenOrEquals(Ljava/util/Date;)Lorg/activiti/engine/runtime/JobQuery;,1,Lorg/activiti/engine/impl/JobQueryImpl
getExpressionText()Ljava/lang/String;,1,Lorg/activiti/engine/impl/el/JuelExpression
getTimerLockTimeInMillis()I,3,Lorg/activiti/engine/impl/asyncexecutor/AbstractAsyncJobExecutor
getProcessInstanceVariablesLimit()Ljava/lang/Integer;,1,Lorg/activiti/engine/impl/HistoricProcessInstanceQueryImpl
setId(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/persistence/entity/ProcessDefinitionInfoEntity
subPInvFrom([I)V,2,Lcom/linecorp/armeria/internal/shaded/bouncycastle/math/ec/custom/sec/SecP256R1Field
getConstructor([Ljava/lang/Class;)Ljava/lang/reflect/Constructor;,24,Ljava/lang/Class
getTypeName()Ljava/lang/String;,1,Lorg/activiti/engine/impl/variable/LongStringType
getHitMap()[B,1,Lorg/bitcoinj/core/UTXOsMessage
getMetaInfo()Ljava/lang/String;,1,Lorg/activiti/engine/impl/persistence/entity/ModelEntity
hasVariableLocal(Ljava/lang/String;Ljava/lang/String;)Z,1,Lorg/activiti/engine/impl/TaskServiceImpl
getName()Ljava/lang/String;,6,Lorg/activiti/engine/impl/form/FormPropertyHandler
getChild(I)Lorg/activiti/engine/impl/juel/AstNode;,2,Lorg/activiti/engine/impl/juel/AstNested
getParameter()Ljava/lang/Object;,1,Lorg/activiti/engine/impl/db/ListQueryParameterObject
getOutgoingTransitions()Ljava/util/List;,2,Lorg/activiti/engine/impl/pvm/process/ActivityImpl
setStatusBar(Ljava/lang/String;)V,1,Lorg/bitcoinj/core/AlertMessage
isMethodInvocation()Z,1,Lorg/activiti/engine/impl/juel/AstText
setFormKeyExpression(Lorg/activiti/engine/delegate/Expression;)V,1,Lorg/activiti/engine/impl/task/TaskDefinition
deploymentName(Ljava/lang/String;)Lorg/activiti/engine/impl/DeploymentQueryImpl;,2,Lorg/activiti/engine/impl/DeploymentQueryImpl
getTenantId()Ljava/lang/String;,2,Lorg/activiti/engine/impl/persistence/entity/TaskEntity
getDeployedProcessDefinition(Ljava/lang/String;)Lorg/activiti/engine/impl/pvm/ReadOnlyProcessDefinition;,1,Lorg/activiti/engine/impl/RepositoryServiceImpl
getValueSentFromMe(Lorg/bitcoinj/core/TransactionBag;)Lorg/bitcoinj/core/Coin;,1,Lorg/bitcoinj/core/Transaction
processInstanceId(Ljava/lang/String;)Lorg/activiti/engine/impl/EventSubscriptionQueryImpl;,1,Lorg/activiti/engine/impl/EventSubscriptionQueryImpl
isEmpty()Z,56,Ljava/util/AbstractCollection
writeAttribute(Ljava/lang/String;Ljava/lang/String;)V,1,Lorg/activiti/bpmn/converter/DelegatingXMLStreamWriter
secp256k1_init_context()J,4,Lorg/bitcoin/Secp256k1Context
<init>(Ljava/lang/String;Ljava/lang/String;Z)V,6,Ljava/util/StringTokenizer
remove(Ljava/lang/Object;)Ljava/lang/Object;,77,Ljava/util/HashMap
containsValue(Ljava/lang/Object;)Z,1,Lorg/activiti/engine/impl/form/FormData
addCustomUserIdentityLinkExpression(Ljava/lang/String;Ljava/util/Set;)V,1,Lorg/activiti/engine/impl/task/TaskDefinition
taskAssignee(Ljava/lang/String;)Lorg/activiti/engine/impl/HistoricActivityInstanceQueryImpl;,2,Lorg/activiti/engine/impl/HistoricActivityInstanceQueryImpl
getElementName()Ljava/lang/String;,4,Lorg/activiti/bpmn/converter/UserTaskXMLConverter$HumanPerformerParser
getCanonicalName()Ljava/lang/String;,3,Ljava/lang/Class
isCachable()Z,1,Lorg/activiti/engine/impl/variable/DoubleType
isEmpty()Z,7,Ljava/util/HashMap
isLiteralText()Z,1,Lorg/activiti/engine/impl/juel/AstEval
getId()Ljava/lang/String;,1,Lorg/activiti/engine/impl/persistence/entity/AttachmentEntity
executeTransactionListeners(Ljava/util/List;Lorg/activiti/engine/impl/interceptor/CommandContext;)V,4,Lorg/activiti/engine/impl/cfg/standalone/StandaloneMybatisTransactionContext
setRevision(I)V,1,Lorg/activiti/engine/impl/persistence/entity/HistoricDetailVariableInstanceUpdateEntity
findParentWithPrivKey()Lorg/bitcoinj/crypto/DeterministicKey;,22,Lorg/bitcoinj/crypto/DeterministicKey
setName(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/bpmn/parser/FieldDeclaration
getExecutionId()Ljava/lang/String;,17,Lorg/activiti/engine/impl/persistence/entity/TaskEntity
incrementPayment(Lorg/bitcoinj/core/Coin;)Lcom/google/common/util/concurrent/ListenableFuture;,1,Lorg/bitcoinj/protocols/channels/PaymentChannelClientConnection
<clinit>()V,11,Ljava/util/concurrent/CopyOnWriteArrayList
size()I,1,Ljava/util/Collections$EmptyList
getColumnTypes()Ljava/util/List;,1,Lorg/activiti/engine/management/TableMetaData
isScope()Z,5,Lorg/activiti/engine/impl/pvm/runtime/ExecutionImpl
getId()Ljava/lang/String;,6,Lorg/activiti/engine/impl/persistence/entity/VariableInstanceEntity
postfixCode()Lorg/bitcoinj/utils/MonetaryFormat;,58,Lorg/bitcoinj/utils/MonetaryFormat
setCategory(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/cmd/SetDeploymentCategoryCmd
getActivities()Ljava/util/List;,1,Lorg/activiti/engine/impl/pvm/process/ScopeImpl
deriveKey(Ljava/lang/CharSequence;)Lorg/spongycastle/crypto/params/KeyParameter;,1,Lorg/bitcoinj/crypto/KeyCrypterScrypt
<init>(Lorg/bitcoinj/core/NetworkParameters;[BILorg/bitcoinj/core/MessageSerializer;I)V,4,Lorg/bitcoinj/core/Message
toBigIntegerExact()Ljava/math/BigInteger;,1,Ljava/math/BigDecimal
size()I,1,Lcom/linecorp/armeria/internal/shaded/fastutil/objects/Object2ObjectArrayMap
getElementName()Ljava/lang/String;,3,Lorg/activiti/bpmn/converter/child/DataOutputAssociationParser
setProcessDefinition(Lorg/activiti/engine/impl/pvm/process/ProcessDefinitionImpl;)V,37,Lorg/activiti/engine/impl/persistence/entity/ExecutionEntity
getTextValue()Ljava/lang/String;,1,Lorg/activiti/engine/impl/QueryVariableValue
createHistoricActivityInstanceQuery()Lorg/activiti/engine/history/HistoricActivityInstanceQuery;,1,Lorg/activiti/engine/impl/HistoryServiceImpl
getExpressionString()Ljava/lang/String;,1,Lorg/activiti/engine/impl/juel/TreeMethodExpression
variableNameLike(Ljava/lang/String;)Lorg/activiti/engine/history/HistoricVariableInstanceQuery;,1,Lorg/activiti/engine/impl/HistoricVariableInstanceQueryImpl
getId()Ljava/lang/String;,1,Lorg/activiti/engine/impl/GroupQueryImpl
startProcessInstanceByKey(Ljava/lang/String;Ljava/util/Map;)Lorg/activiti/engine/runtime/ProcessInstance;,1,Lorg/activiti/engine/impl/RuntimeServiceImpl
hasNext()Z,690,Ljava/util/ArrayList$Itr
<init>(Ljava/lang/String;)V,32,Ljava/lang/Thread
getStartUserId()Ljava/lang/String;,1,Lorg/activiti/engine/impl/ProcessInstanceHistoryLogImpl
notifyNewBestBlock(Lorg/bitcoinj/core/StoredBlock;)V,1,Lorg/bitcoinj/core/listeners/AbstractBlockChainListener
forName(Ljava/lang/String;)Ljava/nio/charset/Charset;,1,Ljava/nio/charset/Charset
setDefaultExpression(Lorg/activiti/engine/delegate/Expression;)V,3,Lorg/activiti/engine/impl/form/FormPropertyHandler
getId()Ljava/lang/String;,68,Lorg/activiti/engine/impl/pvm/process/ProcessElementImpl
deploymentId(Ljava/lang/String;)Lorg/activiti/engine/impl/DeploymentQueryImpl;,2,Lorg/activiti/engine/impl/DeploymentQueryImpl
getProcessInstanceComments(Ljava/lang/String;)Ljava/util/List;,1,Lorg/activiti/engine/impl/TaskServiceImpl
getVariableInstancesLocal(Ljava/lang/String;Ljava/util/Collection;)Ljava/util/Map;,1,Lorg/activiti/engine/impl/RuntimeServiceImpl
isCachable()Z,1,Lorg/activiti/engine/impl/variable/StringType
compareTo(Lorg/bitcoinj/core/VersionedChecksummedBytes;)I,2,Lorg/bitcoinj/core/VersionedChecksummedBytes
setPassword(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/persistence/entity/IdentityInfoEntity
iterator()Ljava/util/Iterator;,9,Ljava/util/HashMap$EntrySet
setExclusive(Z)V,6,Lorg/activiti/engine/impl/persistence/entity/JobEntity
setActivityName(Ljava/lang/String;)V,1,Lorg/activiti/validation/ValidationError
setCandidateGroupIdExpressions(Ljava/util/Set;)V,1,Lorg/activiti/engine/impl/task/TaskDefinition
getCategoryNotEquals()Ljava/lang/String;,1,Lorg/activiti/engine/impl/DeploymentQueryImpl
getHistoricIdentityLinksForProcessInstance(Ljava/lang/String;)Ljava/util/List;,1,Lorg/activiti/engine/impl/HistoryServiceImpl
getValue(Lorg/activiti/engine/impl/variable/ValueFields;)Ljava/lang/Object;,1,Lorg/activiti/engine/impl/variable/ShortType
run()Ljava/lang/Object;,3,Ljava/io/FilePermission$1
setRuntimeService(Lorg/activiti/engine/RuntimeService;)V,1,Lorg/activiti/engine/test/ActivitiRule
transactionNotSupported()Lorg/activiti/engine/impl/interceptor/CommandConfig;,5,Lorg/activiti/engine/impl/interceptor/CommandConfig
suspendProcessInstanceById(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/RuntimeServiceImpl
decode32([BI)I,3,Lcom/linecorp/armeria/internal/shaded/bouncycastle/math/ec/rfc8032/Ed25519
getStartTime()Ljava/util/Date;,1,Lorg/activiti/engine/impl/ProcessInstanceHistoryLogImpl
println(Ljava/lang/String;)V,5,Ljava/io/PrintStream
setType(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/bpmn/parser/FieldDeclaration
setVariable(Ljava/lang/String;Ljava/lang/Object;Z)V,1,Lorg/activiti/engine/impl/el/NoExecutionVariableScope
getDeploymentResourceNames(Ljava/lang/String;)Ljava/util/List;,1,Lorg/activiti/engine/impl/RepositoryServiceImpl
setUserId(Ljava/lang/String;)V,12,Lorg/activiti/engine/impl/persistence/entity/IdentityLinkEntity
getValue()Ljava/lang/Object;,12,Lorg/activiti/engine/impl/persistence/entity/VariableInstanceEntity
getExecutionId()Ljava/lang/String;,1,Lorg/activiti/engine/impl/persistence/entity/HistoricActivityInstanceEntity
getNewState()Lorg/activiti/engine/impl/persistence/entity/SuspensionState;,6,Lorg/activiti/engine/impl/cmd/ActivateProcessInstanceCmd
getProcessDefinitionName()Ljava/lang/String;,1,Lorg/activiti/validation/ValidationError
getDeploymentTime()Ljava/util/Date;,1,Lorg/activiti/engine/impl/persistence/entity/DeploymentEntity
toString()Ljava/lang/String;,3028,Ljava/lang/StringBuilder
getTenantId()Ljava/lang/String;,1,Lorg/activiti/engine/impl/JobQueryImpl
equalsIgnoreCase(Ljava/lang/String;)Z,23,Ljava/lang/String
getTaskId()Ljava/lang/String;,1,Lorg/activiti/engine/impl/HistoricDetailQueryImpl
setDetails(Ljava/util/Map;)V,1,Lorg/activiti/engine/impl/persistence/entity/IdentityInfoEntity
getStartTime()Ljava/util/Date;,3,Lorg/activiti/engine/impl/persistence/entity/HistoricScopeInstanceEntity
getId()Ljava/lang/String;,25,Lorg/activiti/engine/impl/persistence/entity/ByteArrayEntity
read()I,128,Ljava/io/StringReader
getVariableInstance(Ljava/lang/String;Z)Lorg/activiti/engine/impl/persistence/entity/VariableInstance;,1,Lorg/activiti/engine/impl/el/NoExecutionVariableScope
doResume(Ljavax/transaction/Transaction;)V,1,Lorg/activiti/engine/impl/interceptor/JtaTransactionInterceptor
setCategoryExpression(Lorg/activiti/engine/delegate/Expression;)V,1,Lorg/activiti/engine/impl/task/TaskDefinition
setDepthInBlocks(I)V,1,Lorg/bitcoinj/core/TransactionConfidence
setFirstName(Ljava/lang/String;)V,1,Lorg/activiti/engine/impl/persistence/entity/UserEntity
getVariableName()Ljava/lang/String;,1,Lorg/activiti/engine/impl/persistence/entity/HistoricDetailVariableInstanceUpdateEntity
getElementName()Ljava/lang/String;,2,Lorg/activiti/bpmn/converter/CallActivityXMLConverter$InParameterParser
getType()Ljava/lang/String;,1,Lorg/activiti/engine/impl/persistence/entity/AttachmentEntity
getDueDateExpression()Lorg/activiti/engine/delegate/Expression;,1,Lorg/activiti/engine/impl/task/TaskDefinition
iterator()Ljava/util/Iterator;,11,Ljava/util/concurrent/CopyOnWriteArrayList
getVariableLocal(Ljava/lang/String;)Ljava/lang/Object;,1,Lorg/activiti/engine/impl/pvm/runtime/ExecutionImpl
toString()Ljava/lang/String;,1,Ljava/lang/reflect/Field
getLastNameLike()Ljava/lang/String;,1,Lorg/activiti/engine/impl/UserQueryImpl
longValue()J,2,Ljava/lang/Integer
getHash()Lorg/bitcoinj/core/Sha256Hash;,144,Lorg/bitcoinj/core/TransactionOutPoint
getCardinality()I,4,Lorg/activiti/engine/impl/juel/AstComposite
identityHashCode(Ljava/lang/Object;)I,3,Ljava/lang/System
<clinit>()V,85,Ljava/util/regex/Pattern
getGroupId()Ljava/lang/String;,4,Lorg/activiti/engine/impl/persistence/entity/IdentityLinkEntity
doneDownload()V,4,Lorg/bitcoinj/core/listeners/DownloadProgressTracker
getValue(Lorg/activiti/engine/impl/variable/ValueFields;)Ljava/lang/Object;,1,Lorg/activiti/engine/impl/variable/CustomObjectType
getTaskId()Ljava/lang/String;,1,Lorg/activiti/engine/impl/persistence/entity/HistoricIdentityLinkEntity
getTaskListeners()Ljava/util/Map;,1,Lorg/activiti/engine/impl/task/TaskDefinition
